ID,0-19%,20-29%,30-59%,60+%,AreaKM2,Pop_Density,Businesses,%BusinessGrowth,BusinessesPer1kCap,%Unemployment,UnemploymentChange,2019_Wage,HousePrice,%HousePriceGrowth,HousePricePerWage,%OwnOutright,%OwnWithMort,%PrivateRent,%SocialHousing,%Heavy Industry & Manufacturing,%Wholesale & Retail,%Agriculture,%Hospitality,%Public Admin & Defence,%Transport,%Health & Social Work,%Support & Admin,%Education,%Sciences,%FS & ICT,%Other Industry,%NoQuals,%Level1,%Level2,%Level3,%Level4+,%White,%Mixed,%Asian,%Black,%NoReligion,%Christian,%Muslim,%Other_Religion,%BornUK,%Born_Other_Europe,%Born_RestOf_theWorld,%Born_Asia,MbpsSpeed,%UnableDecent,%Under10Mbps,%LeaveVote,%17Turnout,con%,lab%,ld%,snp%
E14000891,0.22810000000000002,0.1174,0.37829999999999997,0.27449999999999997,72.4551129506754,1206.9265568536366,1920,0.3426573426573427,21.955905223675785,0.062245085,-0.027779299,480,126000.0,0.4482758620689655,5.048076923076923,0.31661704,0.336702711,0.11377527,0.217259573,0.227,0.165,0.003,0.053,0.066,0.048,0.156,0.048,0.091,0.044,0.038,0.062,0.295,0.2085,0.1755,0.1425,0.1775,0.984004235,0.006847108,0.007203848,0.001012682,0.286565859,0.703733112,0.005166977,0.0020023479999999997,0.977836084,0.011760916000000001,0.005408639999999999,0.004982853,71.3,0.01217,0.1908,0.677,0.6377700640373452,33.21898496240602,55.505169172932334,6.694078947368422,0.0
E14000915,0.2156,0.1065,0.3893,0.2825999999999999,366.835527323148,230.41116169084432,2545,0.1782407407407407,30.110147533807368,0.051639002,0.003596763,580,115000.0,0.4848289218850872,3.812997347480106,0.301533173,0.360241161,0.116297468,0.208969882,0.255,0.138,0.012,0.052,0.073,0.047,0.15,0.039,0.09,0.0409999999999999,0.05,0.053,0.2739999999999999,0.193,0.175,0.136,0.222,0.986254459,0.00587396,0.005766944,0.001093936,0.263697979,0.727395957,0.002580262,0.003674197,0.974209275,0.014328180999999999,0.006397146599999799,0.0050653975999999,33.0,0.03973,0.2034,0.594,0.6519588661584936,38.81368565314611,53.38174124209565,1.9162799644153783,0.0
E14000944,0.2304,0.1247,0.3937,0.2651,24.6065592288616,3405.433454577174,1775,0.4314516129032257,21.1823953410664,0.087701888,-0.0051806459999999,520,120000.0,0.3945380592678675,4.437869822485207,0.250395778,0.300184697,0.118759894,0.315329815,0.215,0.151,0.001,0.0579999999999999,0.0819999999999999,0.061,0.155,0.048,0.086,0.036,0.049,0.058,0.291,0.2142499999999999,0.17125,0.12725,0.19625,0.945646098,0.01094855,0.03041534,0.003888497,0.285597978,0.676015262,0.028920699,0.006999294999999999,0.958113593,0.01094855,0.013026466699999899,0.0179113908,65.6,0.0048,0.1824,0.621,0.6439708038402724,25.924654174433435,61.507897576768364,1.6702639066025704,0.0
E14000970,0.2401,0.1259,0.3908999999999999,0.242,120.637874296899,769.5095801467239,2450,0.3351498637602179,26.39176146156498,0.068081309,-0.0126608369999999,530,120000.0,0.487034914340593,4.354136429608127,0.272020995,0.357974328,0.130956712,0.228212857,0.2189999999999999,0.173,0.003,0.0559999999999999,0.061,0.05,0.151,0.049,0.089,0.048,0.047,0.054,0.2789999999999999,0.21475,0.17875,0.1367499999999999,0.19075,0.959710104,0.009996414,0.021600947,0.006551998,0.2990666389999999,0.679712712,0.013256115,0.005628417000000001,0.96102485,0.013266980000000001,0.012517249000000001,0.013190919999999998,70.4,0.02044,0.184,0.6629999999999999,0.645772044957381,36.48171116987667,56.876740539655046,1.511783014673188,0.0
E14000971,0.2360999999999999,0.1169999999999999,0.4002,0.2393999999999999,84.3020592441183,1238.1785324808966,3015,0.3400000000000001,28.884567114704783,0.039469387,-0.0118391249999999,610,163000.0,0.2734375,5.138713745271122,0.315098468,0.421975266,0.131463133,0.119047034,0.202,0.16,0.002,0.046,0.074,0.043,0.146,0.042,0.109,0.062,0.062,0.053,0.1989999999999999,0.1884999999999999,0.1775,0.1535,0.2805,0.933689507,0.010815751,0.046637276,0.005322514,0.2717093299999999,0.684565713,0.029354168,0.012693694000000002,0.947668638,0.014732318000000001,0.014159896,0.0234391474,65.5,0.04006,0.1962,0.578,0.7128066115702479,46.84527348394768,48.49509512485137,1.766869797859691,0.0
E14000982,0.26649999999999996,0.1634,0.3818,0.248,28.9885326493439,3508.1113359596584,2535,0.2246376811594204,24.927479227100644,0.070349313,-0.013625305,480,124975.0,0.302501302761855,5.007011217948718,0.286304874,0.304485862,0.185190261,0.212621625,0.194,0.151,0.001,0.07,0.071,0.047,0.155,0.048,0.1009999999999999,0.032,0.065,0.065,0.275,0.1975,0.1625,0.1395,0.2254999999999999,0.919537468,0.008569855,0.056795315,0.0091305,0.274345497,0.682795214,0.028813135,0.012163988,0.925934825,0.018291034999999997,0.018160883600000004,0.0376132545,47.5,0.0042,0.2085,0.599,0.6213150368496315,33.382101926359425,55.54299394826096,3.9391722639710935,0.0
E14001006,0.2010999999999999,0.0909,0.41090000000000004,0.2731,38.139757657688605,2636.0419198870422,2770,0.3446601941747573,27.55177146949412,0.036269075,-0.006145834,610,197500.0,0.431159420289855,6.226355611601513,0.326888601,0.37547371,0.125921892,0.158871718,0.16,0.136,0.001,0.05,0.106,0.039,0.153,0.037,0.12,0.0579999999999999,0.076,0.061,0.207,0.18325,0.16725,0.12725,0.31525,0.966160046,0.00951812,0.019481769,0.00237953,0.348272056,0.633319495,0.009042214,0.0066728099999999995,0.960074525,0.01558339,0.0114723709999999,0.012869713999999999,64.9,0.00485,0.1802,0.476,0.7356458403285379,36.45749059059411,56.97527172957192,3.0321150937423056,0.0
E14001014,0.2100999999999999,0.1039,0.39149999999999996,0.2904,136.906670936142,604.5578307766015,1970,0.2507936507936508,23.80146916682776,0.058484314,-0.000616444,540,132997.0,0.564670588235294,4.736360398860399,0.310033822,0.340061044,0.127643193,0.207963263,0.1939999999999999,0.143,0.006,0.05,0.102,0.042,0.1939999999999999,0.038,0.088,0.042,0.044,0.0579999999999999,0.2689999999999999,0.18825,0.17425,0.13525,0.2332499999999999,0.983919414,0.004871795,0.009255189,0.000976801,0.299487179,0.68984127,0.003418803,0.004224664,0.976227106,0.010927962,0.006153846100000001,0.006691087,30.0,0.00277,0.2414,0.563,0.6839954304838216,32.74838648890564,57.327931408112306,4.746313657134781,0.0
E14001020,0.2313,0.1199,0.3891,0.25979999999999986,42.5572172633966,2063.128316322447,1620,0.2089552238805969,18.4508149109919,0.063563278,-0.0046195379999999,460,113570.0,0.2913018760659465,4.747909698996655,0.235429692,0.349184063,0.085011126,0.322189255,0.242,0.179,0.001,0.051,0.084,0.057,0.1159999999999999,0.053,0.077,0.031,0.058,0.054,0.292,0.2339999999999999,0.182,0.124,0.168,0.979688329,0.006228913,0.010674912,0.002313274,0.295320417,0.69219919,0.00519076,0.005495435999999999,0.975750121,0.010990871000000001,0.0063981752999999,0.0068608315,58.2,0.01517,0.184,0.619,0.6041617122473246,28.833735889978808,60.726080741361464,2.368511854882437,0.0
E14000532,0.2134999999999999,0.0844999999999999,0.4153,0.24109999999999987,50.926031282814506,2000.1754983482087,6460,0.4681818181818182,63.419758298072864,0.019401316,-0.006516134,790,315000.0,0.5863024046330101,7.667964946445959,0.353514109,0.387290618,0.119331981,0.122611983,0.148,0.148,0.002,0.044,0.04,0.04,0.131,0.055,0.104,0.118,0.107,0.064,0.152,0.15125,0.16125,0.12325,0.4122499999999999,0.904338914,0.021306333,0.055895477,0.009762814,0.271992215,0.652690209,0.031348676,0.04191902,0.905405265,0.039196198,0.025975505,0.029423031,54.8,0.01122,0.159,0.386,0.7227214377406932,51.01913241144156,38.846372419018756,7.673801856412199,0.0
E14000537,0.2424,0.1286,0.4011,0.22590000000000002,27.8057256396804,3330.321287060803,2505,0.2249388753056234,27.051251592838167,0.05831997,-0.003017916,480,130000.0,0.6049382716049383,5.208333333333333,0.281956432,0.341759145,0.149635224,0.21154439,0.225,0.1889999999999999,0.001,0.048,0.0559999999999999,0.0579999999999999,0.123,0.05,0.078,0.048,0.065,0.059,0.296,0.221,0.185,0.131,0.1669999999999999,0.873513549,0.016964325,0.095608063,0.011361125,0.257526192,0.650424384,0.059358561,0.030104769999999996,0.90757482,0.029883736,0.0201693123999999,0.0423721314,44.3,0.00093,0.219,0.618,0.5889115465319029,31.95635229929852,60.35501470847057,1.6242174339375959,0.0
E14000543,0.21649999999999991,0.1103,0.3863999999999998,0.2918,281.406525981398,308.19470052280536,3085,0.1468401486988848,35.57098053685085,0.033181571,-0.007770355,630,132000.0,0.8723404255319149,4.029304029304029,0.384737956,0.356828084,0.13750778,0.107456741,0.3,0.146,0.009,0.067,0.059,0.039,0.141,0.034,0.084,0.036,0.034,0.051,0.24,0.2265,0.1615,0.1415,0.2315,0.984283881,0.005133632,0.008443474,0.001046991,0.287550942,0.702001666,0.002195303,0.005550177,0.970278972,0.013374462,0.0088149867999999,0.0075315779,32.2,0.00925,0.1898,0.573,0.6858680945389642,47.03299012397563,47.47215801639,2.6854381172515236,0.0
E14000559,0.24069999999999991,0.1211999999999999,0.3981999999999998,0.2324,25.1058262425638,3593.2695115628894,2355,0.2362204724409449,26.10517447789651,0.077759667,-0.0131241039999999,540,120000.0,0.411764705882353,4.273504273504273,0.239576307,0.28976492,0.204601664,0.247095856,0.19,0.152,0.001,0.054,0.07,0.05,0.174,0.053,0.087,0.054,0.05,0.0669999999999999,0.278,0.196,0.187,0.13,0.209,0.958229188,0.012148438,0.0255804,0.002398163,0.2970681619999999,0.682665676,0.010110563,0.007734918,0.953804409,0.021009255,0.0090409609,0.0161453759,56.0,0.00034,0.1228,0.517,0.6787885366912723,18.42292100863431,76.85683530678149,2.560520349036942,0.0
E14000570,0.2783,0.1321,0.3863,0.1802,40.336230731217306,2713.6149812651743,3655,0.4221789883268483,33.39210831650785,0.077708232,0.011402217,490,107750.0,0.5962962962962963,4.228806907378336,0.316165488,0.291745494,0.151100269,0.218435726,0.22,0.192,0.001,0.052,0.053,0.047,0.148,0.049,0.103,0.039,0.047,0.047,0.308,0.1989999999999999,0.1659999999999999,0.126,0.2,0.592674785,0.013837346,0.375389292,0.007571378,0.169358298,0.458077691,0.362596274,0.008233408,0.813792589,0.028308747999999998,0.030499971,0.1273893656999999,52.9,0.00182,0.215,0.537,0.6750537756141741,26.896769441229086,69.76323266336946,1.4921603704093445,0.0
E14000571,0.2869,0.1507,0.39159999999999995,0.1452,28.1152852010108,4358.4121279194605,4515,0.8851774530271399,36.845713166527936,0.08696191,0.001826826,490,129995.0,1.0966935483870968,5.101844583987441,0.161406514,0.203224177,0.235971097,0.372757023,0.13,0.178,0.0,0.086,0.0409999999999999,0.06,0.139,0.075,0.103,0.052,0.0689999999999999,0.067,0.318,0.17675,0.16075,0.12375,0.21975,0.680426892,0.037262763,0.170287303,0.082832223,0.2351698359999999,0.5043249,0.167379959,0.09029019299999999,0.7368040889999999,0.081432724,0.093423262,0.088339925,41.4,0.02618,0.2443,0.5,0.5612717731129969,21.581532171615187,70.44599007802957,1.8373096003789293,0.0
E14000572,0.2127,0.1101,0.3792999999999999,0.2991,23.0133715185084,3613.6382682179938,1975,0.1221590909090908,23.748827589524065,0.059868144,0.0090377099999999,460,123050.0,0.1608490566037737,5.144230769230769,0.34532752,0.331144613,0.203603509,0.103902926,0.1639999999999999,0.155,0.002,0.098,0.123,0.046,0.146,0.0409999999999999,0.078,0.036,0.048,0.063,0.297,0.20375,0.18275,0.12875,0.18675,0.972574978,0.009893154,0.013646557,0.002122531,0.291890012,0.692197,0.005204399,0.006535478000000001,0.954263649,0.02536245,0.0091376767,0.0112362254,45.2,0.00176,0.1706,0.669,0.6419872746885112,49.39400590143146,44.46070183139464,1.8216402077694052,0.0
E14000573,0.2346,0.1245,0.38839999999999997,0.25379999999999986,20.1858144861006,3936.1800364662295,2460,0.0695652173913043,30.96092127619407,0.088585423,0.016106461,450,110000.0,0.2507106310403639,4.700854700854701,0.288366235,0.312761821,0.291925636,0.094050324,0.165,0.168,0.001,0.13,0.076,0.048,0.148,0.047,0.061,0.031,0.051,0.075,0.32,0.21225,0.18325,0.12625,0.15825,0.965889794,0.013006669,0.016082987,0.002411833,0.310154308,0.670034209,0.008072257,0.00796151,0.943912583,0.033765658,0.0101887632999999,0.01212069,55.1,0.0,0.1341,0.6779999999999999,0.5985462630408757,43.08070837982434,50.298972906474404,1.81386433210311,0.0
